,Name,Comment,Time,Likes,Reply Count
2450,Sueli Alves,"GENTE E OS SOBRENOME, DO ESPOSO E DO MORADOR DE RUA?ESTRANHO.....",2022-03-24T14:40:10Z,0,0
2451,Andra Lima,Os maridos deixa as mulheres em análise aí vem outro e aprova kkkkkkkk   uma mão no volante outro no carimbo 😂😂😂😂😂😂😂😂😂,2022-03-24T14:40:10Z,0,0
2452,Maria Elenir Pereira De Sousa Vieira,Parabéns ao Metrópoles por nos dar a oportunidade de ouvir esse grande ser ! 👏👏👏👏👏👏,2022-03-24T14:40:10Z,47,0
2453,André Bernardo,"Pow o cara começou a falar do caso da mulher que tava na delegacia e não terminou, achei que ele ia falar que a mulher que foi arrastada pelo cara da auto escola, era a mulher que deu pra ele. Putz, já pensou? Que história seria...",2022-03-24T14:40:06Z,0,0
2454,Duhhh Mello,"q enrolação kkkk acho q me tornei impaciente, só queria saber da parte do personal e da mulher q deu pra ele",2022-03-24T14:40:05Z,0,0
2455,Maura Roncolato,Boca doce!!Kkkkk Morri!!,2022-03-24T14:40:05Z,0,0
2456,Wagner Araujo,"Só os entrevistadores que poderiam ser melhores, esses ai são fracos demais. Mendigo deu um baile neles, deveriam ter colocado o Leo Dias como entrevistador.",2022-03-24T14:40:04Z,0,0
2457,Wellinton Bend,"Não entendi, o vídeo no carro não era ele?",2022-03-24T14:40:01Z,1,0
2458,Cristiano Alves,Amantes das Mulheres kkkkk,2022-03-24T14:40:01Z,2,0
2459,araujo lima,Fala e da entrevista melhor que Dilma kkkkkkk......,2022-03-24T14:40:01Z,0,0
2460,Ernandes Souza,"Como 171 desse, deveriam apresentar ele para aquele que disse para o Amaury Jr. Que era dono da Gol.",2022-03-24T14:40:00Z,0,0
2461,Hugo,"É isso aí amigão, tem que tacar piru mesmo.",2022-03-24T14:39:59Z,1,0
2462,Gerlandia Dias,"Chega a da agonia a entrevista desse, homem misericórdia não fala coisa com coisa !!!",2022-03-24T14:39:57Z,0,0
2463,Canal Guimarães oficial,Esse mendigo é brabo msm 😂😂 eu e todos que comentou aqui ficou apaixonado,2022-03-24T14:39:54Z,0,0
2464,Juh R SOUSA,"Sandrinha Mineirinha, entende dos paranauê! O cara está apaixonadin...",2022-03-24T14:39:52Z,0,0
2465,Leandro Foxx,Era oq a gente queria ver... a outra parte da história... A melhor entrevista do século,2022-03-24T14:39:52Z,170,4
2466,Maria Edith Araújo,Verdade,2022-03-24T15:17:15Z,1,
2467,Laisa Santos,"@Maria Lemos A moça já deu a versão dela, e diferente da versão do marido, ela fez por que ela quis, ela gostava do mendigo.",2022-03-24T15:08:59Z,4,
2468,Maria Lemos,Espero que o metrópoles chamem a moça para da a versão dela.,2022-03-24T15:03:17Z,5,
2469,o poder das palavras,Justamente . passei a semana procurando saber se tinham entrevistado ele. Porque o marido disse que a mulher tinha problemas mentais .,2022-03-24T14:53:23Z,1,
2470,evandro ferreira,"Ele falou que o carro é vermelho, não dá pra entender",2022-03-24T14:39:49Z,0,0
2471,beraldosjc,Mendigo passou a berinjela gostoso !!!,2022-03-24T14:39:48Z,0,0
2472,Eunice Pereira,O cara já entrou dominando a entrevista kkkk,2022-03-24T14:39:44Z,0,0
2473,Jacson Arruda,"Segundo o testemunho dele: a mulher é uma traíra, ele um talarica, e o marido o corno.",2022-03-24T14:39:43Z,0,0
2474,Gustavo Felipe,"Bolsonaro para presidente, se o mendigo disse ta dizido",2022-03-24T14:39:42Z,0,0
2475,Diegovel83 vel,É quem é que aparece no vídeo..já que ele falou que não é ele?,2022-03-24T14:39:41Z,0,0
2476,Simone Maria Gemelgo,Totalmente maluco!!!!,2022-03-24T14:39:38Z,0,0
2477,Mônica Araújo,"Estranho que a dinâmica dos fatos,  após o soco do  homem que chegou do lado de fora do carro, no caso, seria o personal , é bem diferente da contada por esse último , inclusive em entrevista  dada ao Léo Dias.A cor do carro tb não bate.🤔",2022-03-24T14:39:37Z,0,0
2478,Gerson da Silva Lima,"Babaca! Nojento! Não tem nem respeito em falar da mulher que é casada e só ficou com ele por causa de um surto. Se achando! E expõe ainda mais a mulher. Engraçado que trabalho ele não quer não, só doações. Muito esperto!",2022-03-24T14:39:35Z,1,0
2479,Roberta,Devo ser a unica que achei esse cara mais doido que a mulher kkkkkkk que viagem é essa? 😂😂😂,2022-03-24T14:39:31Z,0,0
2480,Costa Leste Joias,"A forma inteligente dele se expressar me lembrou de um jovem em situação de rua que ficava aqui próximo de casa, ele tinha 26 anos.  Sempre que podia eu passava e deixava algo pra ele, como comida, roupas, e afins. Um dia parei pra conversar com esse jovem e fiquei impressionado com tamanha inteligência daquele rapaz. Ele lia muitos livros, inclusive me indicou alguns. Pense em um jovem com tamanha inteligência e extrema educação. Infelizmente ele sumiu, nunca mais o vi... mas foi uma pessoa que jamais irei esquecer... Infelizmente um talento e uma mente brilhante perdida no mundo dessas malditas drogas.",2022-03-24T14:39:31Z,124,2
2481,Alexandre Luiz Lanes,"Só para não perder a piada "" deu de comer a ele?""",2022-03-24T15:28:24Z,0,
2482,rqlsouza254,"As drogas acabam com a vida de qualquer um, triste.",2022-03-24T15:12:12Z,0,
2483,Anilton Rodrigues,Que estória  estranha o carro era branco ele fala.vermelho 🤣🤣🤣🤣🤣🤣buguei 🤔🤔🤔🤔,2022-03-24T14:39:31Z,0,0
2484,Maria,Exorcismo na mulher e no morador de rua.,2022-03-24T14:39:30Z,0,0
2485,William,Mentiroso do carai,2022-03-24T14:39:30Z,0,0
2486,MEGAS,"Pow, o cara tava contando a história dele, aí o entrevistador, jornalista, sei lá o que ele é, interrompe o cara pra perguntar logo da agressão... Bora se preparar melhor aí pessoal.",2022-03-24T14:39:27Z,1,0
2487,Gabrieli Gorete,Meu Deus 😱,2022-03-24T14:39:27Z,1,0
2488,Silvana Macedo,"Precisa de um psicólogo urgente...
Fala bem...mas não tem um pingo de cerimônia em falar besteira..",2022-03-24T14:39:24Z,2,0
2489,André Neves,Com 1 minutos de vídeo e até eu já quero dar para esse cara,2022-03-24T14:39:23Z,0,0
2490,Jean Martins,"Porra e youtub tira os ""pis""",2022-03-24T14:39:23Z,0,0
2491,Bryan Paula,Parece que ele está apaixonado pela moça porque preste a atenção como ele descreve a situação e principalmente como faz elogios chego a conclusão que infelizmente perdeu personal. 🤷,2022-03-24T14:39:16Z,10,1
2492,Erica regina de jesus silva Silva,Eu tb achei a mesma  coisa.,2022-03-24T14:54:46Z,0,
2493,Alex Aristides da Silva,"Cara de sorte esse givanildo ""come bem"" , se recupera bem , fala bem , e vai se dar bem !!!",2022-03-24T14:39:14Z,0,0
2494,Lucas David,"Gilvado "" A Lenda"", o cara é mto educado, a mulher curtiu ele, o melhor foi ele contando os detalhes kkkkkkk, mais sucesso moço que vc consiga uma nova oportunidade na vida.",2022-03-24T14:39:10Z,383,11
2495,ELE VAI MALHAR HOJE? 🙄,"MELHOR COISA QUE EU FALO AÍ NESTE VÍDEO É QUANDO CORTA E FICA AQUELE "" PIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII "" 🤗😁",2022-03-24T15:23:14Z,1,
2496,Cecilly,"Se eu fosse ela,deixava esse marido bruta montes,e ficava com o Givaldo,ele vai fazer ela muito feliz,ficou encantado por ela.",2022-03-24T15:17:15Z,4,
2497,MARCOS VINÍCIUS,"@Yeshua 2015 fala sério cara, tu nem assistiu o vídeo e veio aqui ver os comentários",2022-03-24T15:15:31Z,1,
2498,MARCOS VINÍCIUS,@Daiana Rodrigues 🤣🤣🤣🤣🤣,2022-03-24T15:14:04Z,1,
2499,Ramos,Já ganhou na loteria,2022-03-24T15:07:48Z,6,
2500,k2 Filmes,Foda foi a parte dos biquinhos com gostinho de chocolate 🤣🤣🤣🤣🤣🤣,2022-03-24T15:03:09Z,16,
2501,Yeshua 2015,@Daiana Rodrigues em que parte aparece isso moça ? Não me atentei,2022-03-24T15:02:49Z,1,
2502,Lucas David,"@Tudo Junto e mistureba tbm acho viu, por isso que é bom sempre ouvir os 2 lados da história, o cara conversa melhor que muito diplomata por aí, ele deu o carinho que pelo visto a mulher não tinha em casa, ele ainda fala que ela pode tudo que quiser rsrs",2022-03-24T15:01:17Z,10,
2503,Tudo Junto e mistureba,"A mulher não tem problemas, o cara deve ter tratado ela melhor q o marido dela, por isso curtiu o cara. Olha a inteligência dele",2022-03-24T14:57:04Z,28,
2504,Lidiane Gomes,Sim ele usou bem  o abre aspas fecha aspas “” kkkk,2022-03-24T14:55:42Z,7,
2505,Daiana Rodrigues,Nos detalhes só escutei piiiiiiiiiiiiiiiii🔞🔇🔇🔇🔇🔇🔇🔇🔇🔇🔇,2022-03-24T14:48:48Z,19,
2506,Deyse Cristina Carmo,Queria saber o que ele falou na hora em que censuram,2022-03-24T14:39:10Z,0,0
2507,Pedro Assumpção,Força migo,2022-03-24T14:39:03Z,0,0
2508,Tudo Simples Com Daiane,Como ele fala bem que Deus ajude ele daqui pra frente 🙏🙏🙏,2022-03-24T14:39:03Z,1,0
2509,Erika Andrade Neves,Caiooooo vc é tudoooo!,2022-03-24T14:39:01Z,0,0
2510,Camila noronha,O que ele diz não condiz com as filmagens.,2022-03-24T14:39:01Z,1,0
2511,Janaina Luiz,"Não sei quem é mais louco ele , ela ou marido que foi traído e disse que não acabou o casamento.  Ele não bola bem da cabeça deu para ver , fala demais, .",2022-03-24T14:38:59Z,1,0
2512,Maria Nilciely,Ele tem voz de locutor kk,2022-03-24T14:38:58Z,1,0
2513,Adriana Andrade,"Sensacional !!!! vocês darem a oportunidade de uma pessoa encantadora, inteligente e anônima falar... vocês deram voz para ele... parabéns pelo excelente trabalho jornalístico !!!!",2022-03-24T14:38:55Z,3,0
2514,Jogadora,"Gente nao é só porque a pessoa mora na rua que nao sabe falar bem, eu conheci um que falava inglês!",2022-03-24T14:38:54Z,0,0
2515,Adriana Ferreira,Gente ninguém percebeu que o cara é pancada? Cara é bem loko deve ter ficado assim devido às drogas. É drogas quando não mata deixa doido 😜 assim kkkkkk precisa de tratamento.,2022-03-24T14:38:53Z,1,0
2516,rj cowboyzinho Pereira,Espero que Deus abençoe e que vx consiga um trabalho rsrrsrsr,2022-03-24T14:38:53Z,0,0
2517,Junia Cristina,Só não entendi porque ele diz que o carro é vermelho. Se está muito claro que é branco....,2022-03-24T14:38:53Z,1,1
2518,Jogadora,É a coca,2022-03-24T14:39:51Z,1,
2519,Walter Melo,Alguém que entenda muito bem de leitura labial pode traduzir o que ele quis dizer nas partes em que o ponto cortou?,2022-03-24T14:38:53Z,0,0
2520,Paulo César,"Para tudo a um propósito na vida, os principados te coloca no abismo em uma situação que te parece o fim, mais tem um que te criou que nunca se afasta.
Esse é o Senhor Nosso bom Deus Altíssimo, te encontre com ele, porque ELE nunca se afastou de ti, o mesmo livramento que o Presidente teve, meu irmão você também teve, para DEUS não há posições econômicas e nem poderosas.
Entregue sua alma ao Senhor Nosso Salvador Jesus Cristo, e tudo ELE fará!",2022-03-24T14:38:52Z,0,0
2521,crê  somente  em Deus!,"E o carro vermelho?pq nas imagens tem um carro branco?

Givaldo é muito encantador!",2022-03-24T14:38:51Z,0,0
2522,Leonardo Oliveira,Respeita minha Bahia poha tinha que ser baiano 😂😂😂😂😂,2022-03-24T14:38:48Z,0,0
2523,Maxwell Neves,O marido e korno mesmo,2022-03-24T14:38:48Z,0,0
2524,Giuliano's Barbershop,Mas que carro é esse vermelho? O carro era branco ...ue,2022-03-24T14:38:47Z,0,0
2525,Juliano FPS,"Acho que ele é irmão do galo cego muito parecido alguns momentos Pensei que era até o galo cego falando kkkkkkkkkkk
Ele pediu dinheiro pra comprar alimentos 
Aí ganho 2 notas de 5 pra comprar cachaça kkkkkkk",2022-03-24T14:38:47Z,0,0
2526,black night tkd,"Um monte de mulheres molhadinhas com a dialética do Givaldo!!!
Agora mesmo que virá o mendigo comedor!!!",2022-03-24T14:38:44Z,0,0
2527,Maria Audaila,Vc se aproveitou dela deve ter per cebido é nojento esses comentários claro que ela estarva em surto .bando de ingnorante.,2022-03-24T14:38:43Z,1,0
2528,Camila Magalhães,Que oratória f*daaaa,2022-03-24T14:38:42Z,0,0
2529,Larissa Correa santana ferreira,"Gente o carro vermelho, nas câmeras ficam branco.",2022-03-24T14:38:42Z,0,0
2530,Breno Dos santos Gomes,Direito autoral vai rolar solto kkkk,2022-03-24T14:38:42Z,0,0
2531,Sandra Sobral,"Muito inteligente em todos os aspectos, menos político! 😂😬",2022-03-24T14:38:36Z,0,0
2532,M ROCK A SAMP,Engraçado que tudo primeiro vem da Bahia....kkkkk,2022-03-24T14:38:36Z,0,0
2533,Vinicius Motta,"16:55 , não dá pra tankar kk",2022-03-24T14:38:35Z,1,0
2534,Bread&Book Mission Ministry,Ele nem sabia que a mulher era casada🙏🏻💕,2022-03-24T14:38:28Z,0,0
2535,Rosicleide Da Silva,Leo dias faz falta nessa entrevista,2022-03-24T14:38:28Z,0,0
2536,jeovane,Esse cara é muito estrategista e fala muito bem,2022-03-24T14:38:27Z,1,0
2537,GF SOLUÇÕES,Ele plantou o aço nela sem dó. Mendigo kid,2022-03-24T14:38:25Z,0,0
2538,Antonio Xavier Fontes,"Votou muito bem., Quê Deus abençoe você e todos os seus familiares 🙏",2022-03-24T14:38:24Z,1,0
2539,Apeshit Hiphop,Era uma mão na direção e a outra no carinho,2022-03-24T14:38:22Z,0,0
2540,Gislene Marek,Nunca subestme um moraforde rua. Que homem é este? A reencarnaçao  de Aristoteles?,2022-03-24T14:38:22Z,0,0
2541,Likes da Carlinha 84,Esse foi o meme de 2022.,2022-03-24T14:38:21Z,0,0
2542,rosa vanderleia,"No meu ver ele não teve nem uma culpa, a moça a procurou ele nem se quer sábia que ela era casada...",2022-03-24T14:38:20Z,0,0
2543,Rejane Silva,Almas gêmeas,2022-03-24T14:38:18Z,0,0
2544,Vilma Lopes,Gostaria de saber se esse vagabundo esta na cadeia quem e ele pra bater naesse homem sofrido ele vai paga,2022-03-24T14:38:15Z,0,0
2545,Loren mirella,os cara querendoi rir kkkkkkkkkkkkkkk,2022-03-24T14:38:07Z,2,0
2546,joao Dornellas,completamente pirado kkkk,2022-03-24T14:38:01Z,1,0
2547,Jussyara Marques,"Oq ele diz, durante o piiii???",2022-03-24T14:38:01Z,0,0
2548,Jurandir Santos,Não pediu mais tava gostando 😁💞,2022-03-24T14:37:58Z,0,0
2549,Márcia Christina Xavier,"Bem dramático,  mistura a ocasião com a oportunidade, romantiza a situação,  manipula muito bem.  Não estou culpando de nada, pq só ele sabe o que aconteceu . Mas é um ""amante nátuo"" pra não dizer um garanhão, tem o CD da lábia decorado  .  Ele  tenta buscar o ponto fraco da mulher , pra pode potencia-la através de uma chuva de elogios .  Joga bem com 171 na orelha da mulher.  Não estou denegrindo mulher nenhuma, nem todas andam por aí caindo em qualquer mera armadilha.  A minha opinião é sobre ele,  achei que ele não passa de um mulherengo, mas não estou santificando a mulher em questão.",2022-03-24T14:37:57Z,1,0
2550,CLAUDIO BENTO DE OLIVEIRA,Que mala!!!! Mano!!!,2022-03-24T14:37:57Z,0,0
2551,Mariza De Fátima Mottin,Ele e muito inteligente,2022-03-24T14:37:57Z,0,0
2552,VALERIA,"Gente, ele detalhou exatamente TUDO !
Até ato, caricias, JESUS.
PASSADAAAAA!",2022-03-24T14:37:56Z,118,13
2553,Tainá Fernandes,Eu acho q foi nessas carícias q a mulher viu o esposo e viu Deus,2022-03-24T15:23:22Z,2,
2554,Papa léguas,Ele expos tds os detalhes do instante arrebatador kkkkk,2022-03-24T15:19:52Z,2,
2555,Renan Araújo,@Samanta Gonçalves o cara está anotando tudo aprendendo a tratar a mulher dele kkk,2022-03-24T15:13:54Z,6,
2556,Andy,"""Uma mão no volante e a outra no carinho"".",2022-03-24T15:11:04Z,11,
2557,Vanderleia Sales,Caraca kkkkk,2022-03-24T15:08:53Z,3,
2558,Suzane Camila,Kkkkkkkkkkkkk,2022-03-24T15:04:30Z,3,
2559,Aury Santana,Eu tô passada 🤭🤢,2022-03-24T15:01:56Z,5,
2560,Samanta Gonçalves,Imagina o Esposo dela vendo essa entrevista 😳,2022-03-24T15:01:20Z,13,
2561,Jhonny Minemonic,"@SHEILA MARQUES FAGUNDES 😂 ele enterrou com vontade né , pelo jeito rsrs",2022-03-24T15:01:19Z,8,
2562,Jhonny Minemonic,kkkkkkkkkkkkkkkkkkkkkkkkkkk,2022-03-24T15:00:37Z,2,
2563,Iracema Sá,Kkkkkkkkkk!,2022-03-24T14:56:33Z,1,
2564,Natalia Vieira,Pois é🤢🤮,2022-03-24T14:54:36Z,5,
2565,SHEILA MARQUES FAGUNDES,"Eu morri: "" O prazer que ela me proporcionou""! kkkkkk",2022-03-24T14:49:08Z,16,
2566,Giulia D,Planaltina DF e não Planaltina de Goiás,2022-03-24T14:37:54Z,0,0
2567,Maviz,Ainda faz politicagem pra bolsonaro. Me poupe. Se vota nele não reclame de continuar na rua,2022-03-24T14:37:51Z,0,0
2568,Liliany Bodart,Ele é daltônico. Por isso deve enxergar as cores trocadas,2022-03-24T14:37:50Z,1,0
2569,Ricardo Ramos,"Metrópoles estão de parabéns pela entrevista,o Givaldo um homem muito inteligente de uma cultura excepcional parabéns.",2022-03-24T14:37:49Z,78,1
2570,Como vejo o mundo,"Inteligência no caso dele é malandragem. Bom de conversa, simpático, fala em Deus.....e come a mulher do próximo.......kakakakakakakaka o cara é malandro demais e ainda vai sair por cima dessa situação.....kkkkk o marido de corno e a mulher dele já se sabe....",2022-03-24T15:31:12Z,0,
2571,Tias Carvalho,Esse cara conversa muito bem em 👏👏,2022-03-24T14:37:47Z,0,0
2572,Victor Marinho,Uma mão na direção e outra no carinho,2022-03-24T14:37:41Z,0,0
2573,Véi Da lancha,"Tá explicado o como ele conseguiu traçar a moça kkkk com um barui desse,até eu dava pro cara!!!!",2022-03-24T14:37:41Z,0,0
2574,Klaus Oliveira,"Que figura! E que caso... O cara enaltecendo a mulher, dizendo que foi muito bom o sexo, que ela é perfeita, cheirosa e tudo! kkkkk 😂🤣😂🤣",2022-03-24T14:37:39Z,0,0
2575,contato Matheus viana,A mulher caiu na lábia do homem kkkkk comedor e ainda esculhambou o corno 😂,2022-03-24T14:37:39Z,0,0
2576,Helem Oliveira,"Clareza de fala, raciocínio continuo e bem organizado sem brechas para margem de alusão ou ilusões! Esse homem não tá mentindo não.",2022-03-24T14:37:36Z,116,1
2577,Wesley Ferreira,Humm mais uma kkkk,2022-03-24T15:08:54Z,1,
2578,Não É da sua conta,"Dá é medo de ver alguém assim. Fala muito bem, super persuasivo, quase um político. Em algumas partes, até quer seduzir.",2022-03-24T14:37:26Z,17,2
2579,Naiara Mendes,Um político poeta. 😂😂😂,2022-03-24T14:56:49Z,1,
2580,Paula Paixão,Nasceu aqui um deputado kkkk,2022-03-24T14:56:08Z,1,
2581,F,"nossa esse homem fala muito bem,que Deus lhe dê uma direção e caminho certo  procure endireitar sua vida.Deus te abençoe.",2022-03-24T14:37:26Z,1,0
2582,Clóvis Davi,Sabias e boas palavras.  Deu aula de humildade e soube bem se colocar e se defender das injustiças colocadas pela sua pessoa. Muito libertador.  Que essa história nos ensina que as coisas loucas desse mundo as vezes nos leva na cotra mão de tudo que pensamos ser certo e correto.  Parabéns a equipe por expor o documentário verdadeiro,2022-03-24T14:37:25Z,0,0
2583,Ricardo Gouvea,"Não aguentei ouvir esse cara falar, é muito doido, e ainda falou do Bolsonaro em um canal esquerdista. kkk",2022-03-24T14:37:24Z,0,0
2584,Graziele Costa,"Parabéns aos entrevistadores!!! Esse homem é uma vítima dessa situação!!! Ele não se perde em nenhum momento de suas palavras e não é pq é humilde que não têm sabedoria!!! Têm mais que muitos que se acham espertos!!! Que Deus abençoe guiando a vida desse homem!!! Que ele consiga um trabalho, uma vida melhor!!!",2022-03-24T14:37:22Z,1,0
2585,Alex Barros Costa,Estou realmente perplexo com até onde as coisas podem ir se o homem der bobeira. Grande parte disso é que elas podem fazer qualquer coisa e ferrar com o psicológico do homem com nenhuma consequência.,2022-03-24T14:37:21Z,19,1
2586,Jeferson Silva,"Sai daí, incel. Cara frustrado. KKKKKKKKKKKK",2022-03-24T15:06:56Z,0,
2587,Diego Pescador,kkkkkkkkkkkkkkkkkkkkkkkkkkkk segunda guerra mundial,2022-03-24T14:37:21Z,0,0
2588,Dora(lina) Moraes,"Metropolis, Contos Eróticos,  Temos I",2022-03-24T14:37:21Z,0,0
2589,Blossom Brasil 🅥,"Com Um Lábia dessa, qualquer mulher cai mesmo kk",2022-03-24T14:37:18Z,0,0
2590,Juliana juju,"Esse cara tem muitos problemas psicológicos,  antes de uma oportunidade de trabalho,  precisa se tratar.",2022-03-24T14:37:14Z,1,0
2591,Lorenn Bernardo,"Engraçado é alguns chamando ele de 171, só por ser morador de rua... Aceitem que a mulher quis dá por fetiche e pronto.",2022-03-24T14:37:13Z,0,0
2592,Maicon Freitas,Rodeia demais,2022-03-24T14:37:11Z,0,0
2593,Erica Brigida,Que história!  Espero que ele consiga se recuperar disso tudo.,2022-03-24T14:37:10Z,15,1
2594,Bruno Vitorino,Aaa seiii fala a verdade gostou do mendingao tambem,2022-03-24T15:07:41Z,0,
2595,Alexandre Abud,"Para mim não tem validade nenhuma  essa entrevista desse cara, ele precisa de tratamento mental. Foram duas pessoas vítimas da sua saúde mental precisando de tratamento.",2022-03-24T14:37:10Z,1,0
2596,Willian,Que Deus me perdoe mais estou acreditando 100% no mendigo... Pelo jeito ele não obrigou nada e o Personal é Corno manso.,2022-03-24T14:37:09Z,1,0
2597,Jurandir Santos,A mulher gostou mesmo amor o cabeludo 😊,2022-03-24T14:37:09Z,0,0
2598,Moreno p,"Ele ficou revoltado,porque ele foi o único pobre que o Lula não tirou da miséria! Kkkķk
Nem morador de rua,quer votar mais no PT. Kkkkkk",2022-03-24T14:37:08Z,0,0
2599,Joelson Dt,Silêncio o mestre está dando aulas!,2022-03-24T14:37:08Z,0,0
2600,paullo philippe almeida,"Oh pessoal de Brasília Planaltina de Goiás arrumem um emprego pra esse irmão ele tem capacidade ,agora a a mulher fez pq queria ,pra mim num tem nada de surto isso !",2022-03-24T14:37:08Z,0,0
2601,Juliane Pereira de Oliveira Ayres,"Muito estranha essa história. Principalmente a parte q ela se insinua p esse senhor na frente da filha e da sogra. A versão do áudio vazado está estranha (ainda não divulgaram quem vazou o áudio), a versão do marido está estranha e a versão desse senhor tbm está estranha. Só os especialistas da área de investigação para desvendar essa trama. Enquanto isso, sejamos respeitosos com todas as partes envolvidas.",2022-03-24T14:37:07Z,0,0
2602,Rhadyja /Rukia,"Ela tem uma voz doce, envolvente
Uma pele macia e quente

As casadas piram",2022-03-24T14:37:07Z,1,1
2603,Thiago rocha,Ficou afim também né kkkkk,2022-03-24T14:52:42Z,0,
2604,Flaviane Gonçalves,"Kkkkk não aguentei os entrevistadores segurando pra não rir. Meu Deus, seria cômico se não fosse trágico!",2022-03-24T14:37:06Z,40,1
2605,Douglas Silva,Kkkkkkk,2022-03-24T15:10:48Z,0,
2606,Miguel H G,Givaldo precisa escrever um livro,2022-03-24T14:37:05Z,0,0
2607,RONAN SOUZA ,O cara gostou do chá que ela deu kkkkkkkk,2022-03-24T14:37:04Z,1,0
2608,Sirlei bussolo,"Tô aqui  pensando,,, como Deus é  maravilhoso, ele passou por toda esta situação, para ser visto e reconhecido  como um cidadão  de bem. E daqui para frente mil oportunidades  vão  lhe  abrir as portas  🙏🙏🙏🙏🙏",2022-03-24T14:37:04Z,7,1
2609,Elves Barbosa,"Ixe! Já foi suficiente para entenderem
Como cidadão de
Bem?",2022-03-24T14:48:23Z,0,
2610,Loren mirella,"pela dicçao dele , ele apenas teve um romance com ela",2022-03-24T14:36:59Z,0,0
2611,RODNEY MUTU Time Pre Munição,Fala bem ele. Parabéns,2022-03-24T14:36:58Z,0,0
2612,Matança de Porco,"que mendigo chapado, dá até preguiça de ouví-lo... e sortudo, sem sombra de dúvidas...",2022-03-24T14:36:58Z,0,0
2613,Art Local,AMAZING,2022-03-24T14:36:58Z,0,0
2614,Carlos Pereira do Nascimento Junior,"O cara é manipulador  , fora que ele fala que não é ele no carro branco porém tem foto de na hora da oração ele do lado do mesmo sandero branco , fora o beijo na frente da sogra , ele tá querendo fugir do estupro de invulnerável",2022-03-24T14:36:53Z,0,0
2615,Daniel Santos,cerrto e ela ter saido com carro não era nem pra abri a porta .,2022-03-24T14:36:51Z,0,0
2616,Amanda Cirqueira Lemos Silva,Aquela bela flor🤣🤣,2022-03-24T14:36:51Z,0,0
2617,Carla Sanz,Somos muito bons em julgar! Que todos os envolvidos nessa história tenham paz para ajustar as suas vidas da melhor maneira possível. 🙏🏾 Somos todos seres com capacidades e limitações.,2022-03-24T14:36:50Z,0,0
2618,Batyma Da Luz,15:45 detalhes,2022-03-24T14:36:44Z,0,0
2619,SiLLaZ,maluco fala igualzinho o charles henrique pedia,2022-03-24T14:36:43Z,0,0
2620,Marise,"Totalmente fora de si ,infelizmente a vdd só ela pode dizer , q eu acho q n vai ter nda haver com a versão dele.",2022-03-24T14:36:41Z,0,0
2621,Rogério T S,"Pq a censura a partir dos 16:57 ? Tava ficando bom 😂

Dizem que eles se encontravam as vezes, não foi a 1° vez...
E quanto ao bombado, continuou com a mulher ? 🐂",2022-03-24T14:36:41Z,1,0
2622,Marcelo Barbosa,Acho que ele tem que criar um Tik Tok e ficar milionário e a Sandrinha entrar na fazenda ou BBB,2022-03-24T14:36:38Z,1,0
2623,Eduardo Almeida,Se esse cara escrever um livro de romance irá vender igual água.,2022-03-24T14:36:37Z,0,0
2624,Neto D souza,A ex mulher desse cara deve ter comido o pão que o diabo amassou na mão dele kkkkkkkkk,2022-03-24T14:36:36Z,0,0
2625,Tania Oliveira,Falo bem e se empolgou Aida  ele não e feio não bem cuidado,2022-03-24T14:36:33Z,0,0
2626,Thiago Gasperazzo,"Não dá pra acreditar em tudo que ele fala, tem muita lábia. Ele disse que o carro era VERMELHO e não aquele BRANCO que todo mundo viu no vídeo.. essa história ainda tá muito mal contada!",2022-03-24T14:36:33Z,0,0
2627,Jovania Ramos,Foi muito bem orientado no início do vídeo.,2022-03-24T14:36:30Z,0,0
2628,Tatiane Jesus,Chocada!,2022-03-24T14:36:26Z,0,0
2629,Eduarley Carvalho,Alguém traduz os palavrões que ele falou kkkkk,2022-03-24T14:36:26Z,0,0
2630,Juliana Meira,"Nas imagens só aparece um carro branco, mas ele diz que não estava nesse carro e sim em outro carro q era um vermelho. Não entendi. Nas imagens também mostra ela de vestido, ele já diz que ela estava de calça azul. Não bate com às imagens, talvez ele não lembre.",2022-03-24T14:36:25Z,0,0
2631,Emile Duarte,A dicção é perfeita,2022-03-24T14:36:20Z,0,0
2632,andreza souza,"Esse minuto de silêncio foi estranho, aparentemente constrangedor. Eu ri",2022-03-24T14:36:20Z,0,0
2633,Fabiano Da Silva Souza,"Ele fala bem, provavelmente levou a moça na lábia e comeu. Kkkkkk",2022-03-24T14:36:20Z,0,0
2634,Ton Andrade,17:11 o careca se segurando pra não rir kkkkkkkkkkkkkkkkkkkk esse mano vai tomar é outro cacete kkkk,2022-03-24T14:36:19Z,4,2
2635,Ton Andrade,"@Felipe Silva maluco é doidão, não tem como não rir kkkkkkkkkk",2022-03-24T14:40:12Z,2,
2636,Felipe Silva,kkkkkkkkkkkkkk a boquinha até tremeu,2022-03-24T14:37:09Z,3,
2637,Glaucia Amorim,"Nada acontece por acaso, esse homem está falando a verdade e o que ele precisa é de uma oportunidade! Ele se expressa muito bem! Que Deus coloque uma pessoa no caminho dele e que dê uma oportunidade a ele!",2022-03-24T14:36:16Z,6,3
